"ID","monthdata"
"1","10029_2014_6","0.4"
"2","10029_2014_7","0.4"
"3","10117_2014_6","0.139705882352941"
"4","10117_2014_7","0.133720930232558"
"5","10127_2014_6","0.132934131736527"
"6","10127_2014_7","0.150793650793651"
"7","10175_2014_6","0.0111111111111111"
"8","10175_2014_7","0.017246963562753"
"9","10236_2014_6","0.239857156637511"
"10","10236_2014_7","0.239297683697388"
"11","10266_2014_6","0.330477356181151"
"12","10266_2014_7","0.327205882352941"
"13","10270_2014_6","0.235265444345625"
"14","10270_2014_7","0.242568688206328"
"15","10278_2014_6","0.229323168694231"
"16","10278_2014_7","0.228404666057478"
"17","10557_2014_6","0.186440677966102"
"18","10557_2014_7","0.196460176991151"
"19","10726_2014_6","0.31494960806271"
"20","10726_2014_7","0.280253685293109"
"21","10770_2014_6","0.272131147540984"
"22","10770_2014_7","0.26025974025974"
"23","10794_2014_6","0.284178329780332"
"24","10794_2014_7","0.277575557026252"
"25","10800_2014_6","0.0371517027863777"
"26","10800_2014_7","0.04875"
"27","10867_2014_6","0.166666666666666"
"28","10867_2014_7","0.266666666666667"
"29","10918_2014_6","0.227609427609428"
"30","10918_2014_7","0.229074889867842"
"31","10938_2014_6","0.211307824100514"
"32","10938_2014_7","0.212295081967213"
"33","10939_2014_6","0.0583192804946599"
"34","10939_2014_7","0.0654818076963406"
"35","10998_2014_6","0.273278236914601"
"36","10998_2014_7","0.281255928666287"
"37","11034_2014_6","0.14306784660767"
"38","11034_2014_7","0.144400697283001"
"39","11048_2014_6","0.247253409085206"
"40","11048_2014_7","0.246669336331572"
"41","11056_2014_6","0.0880989180834621"
"42","11056_2014_7","0.0824568237891183"
"43","11077_2014_6","0.249069946195234"
"44","11077_2014_7","0.247374879617261"
"45","11089_2014_6","0.270995798760426"
"46","11089_2014_7","0.270421230663803"
"47","11101_2014_6","0.285705558949298"
"48","11101_2014_7","0.277365853658537"
"49","11177_2014_6","0.250751703401285"
"50","11177_2014_7","0.247602209539862"
"51","11249_2014_6","0.252012714322173"
"52","11249_2014_7","0.255372005730139"
"53","11255_2014_6","0.106837606837607"
"54","11255_2014_7","0.117173524150268"
"55","11265_2014_6","0.259808165594139"
"56","11265_2014_7","0.258244743269908"
"57","11270_2014_6","0.250881573189879"
"58","11270_2014_7","0.252821452220187"
"59","11274_2014_6","0.276442690416801"
"60","11274_2014_7","0.27188071297989"
"61","11278_2014_6","0.691666666666667"
"62","11278_2014_7","0.611111111111111"
"63","11289_2014_6","0.308904520420961"
"64","11289_2014_7","0.303430304583707"
"65","11294_2014_6","0.269109034203782"
"66","11294_2014_7","0.267291957852918"
"67","11302_2014_6","0.254958099099287"
"68","11302_2014_7","0.254636562193839"
