10278_2014_6,0.218025179
10278_2014_7,0.22023833
11034_2014_6,0.140570739
11034_2014_7,0.149476367
11270_2014_6,0.259037
11270_2014_7,0.264424516
11274_2014_6,0.285974978
11274_2014_7,0.285974978
11302_2014_6,0
11302_2014_7,0
11331_2014_7,0.284069455
11343_2014_6,0.26373269
11343_2014_7,0.263852332
11345_2014_6,0.283130198
11345_2014_7,0.283130198
11385_2014_6,0.263877089
11385_2014_7,0.263877089
11430_2014_7,0.249980873
11436_2014_7,0.263370952
11502_2014_6,0.238018398
11511_2014_6,0.291036272
11511_2014_7,0.291087893
11521_2014_6,0.201795157
11521_2014_7,0.201795157
11534_2014_6,0.237792575
11534_2014_7,0.237792575
11549_2014_6,0.303231533
11549_2014_7,0.307076488
11558_2014_6,0.279771386
11558_2014_7,0.279851097
11584_2014_6,0.281626717
11584_2014_7,0.281626717
11585_2014_7,0.275302357
11622_2014_6,0
11622_2014_7,0
11635_2014_6,0.24725464
11635_2014_7,0.253190054
11652_2014_6,0.266796952
11652_2014_7,0.266796952
11686_2014_6,0.230311449
11686_2014_7,0.230311449
11726_2014_6,0.221381886
11728_2014_6,0.258744365
11728_2014_7,0.258744365
11747_2014_6,0.26570233
11747_2014_7,0.271813596
11749_2014_6,0.253680821
11752_2014_6,0
11763_2014_6,0.252247343
11763_2014_7,0.253015816
11771_2014_6,0.192982456
11771_2014_7,0.192982456
11795_2014_7,0.305555556
11802_2014_6,0.27257851
11802_2014_7,0.27257851
11857_2014_6,0.277843179
11857_2014_7,0.277843179
11877_2014_7,0.07116786
11917_2014_6,0
11983_2014_6,0.320131159
11983_2014_7,0.320131159
11992_2014_6,0.333333333
11992_2014_7,0.333333333
12042_2014_6,0.266666667
12042_2014_7,0.270678507
12049_2014_6,0.283267384
12049_2014_7,0.290558124
12055_2014_6,0.189285978
12055_2014_7,0.189285978
12068_2014_6,0.264637868
12068_2014_7,0.264637868
12075_2014_6,0.272663328
12075_2014_7,0.272663328
12095_2014_6,0.274476214
12095_2014_7,0.274476214
12100_2014_6,0.181345672
12100_2014_7,0.181345672
12101_2014_6,0.23577127
12101_2014_7,0.23577127
12102_2014_6,0.289039475
12102_2014_7,0.290321203
12107_2014_6,0.117647059
12107_2014_7,0.117647059
12111_2014_6,0.160955819
12111_2014_7,0.160955819
12113_2014_6,0.142076921
12113_2014_7,0.154096589
12127_2014_6,0.283561094
12127_2014_7,0.283561094
12129_2014_6,0.245478419
12129_2014_7,0.246049584
12179_2014_6,0.294117647
12179_2014_7,0.294117647
12186_2014_6,0.206629506
12186_2014_7,0.213634154
12189_2014_6,0
12189_2014_7,0
12191_2014_6,0.214285714
12191_2014_7,0.214285714
20124_2014_7,0.243505169
20127_2014_6,0.298913043
20127_2014_7,0.298913043
20143_2014_6,0.355301757
20143_2014_7,0.355301757
20179_2014_6,0.209924123
20179_2014_7,0.217130695
20182_2014_6,0.261404983
20182_2014_7,0.261404983
20183_2014_6,0.264466045
20183_2014_7,0.274432917
20185_2014_6,0.285714286
20185_2014_7,0.285714286
20191_2014_6,0.239652302
20191_2014_7,0.239652302
20192_2014_6,0.394452678
20192_2014_7,0.507745163
20199_2014_6,0.276745962
20199_2014_7,0.276745962
20218_2014_6,0.320496515
20218_2014_7,0.320496515
20219_2014_6,0.302876936
20219_2014_7,0.302876936
20225_2014_6,0.238507883
20225_2014_7,0.247581647
20227_2014_7,0.268798042
300363_2014_6,0.075637589
300592_2014_7,0
300952_2014_6,0.278242826
300952_2014_7,0.28031874
400001_2014_6,0.297289109
400001_2014_7,0.297289109
400006_2014_6,0.14232819
400010_2014_7,0.10512075
400025_2014_6,0.160318062
400026_2014_6,0.252923401
400026_2014_7,0.259278421
400028_2014_7,0
400040_2014_6,0.237118644
400040_2014_7,0.237118644
400057_2014_6,0.327364507
400057_2014_7,0.327364507
400065_2014_7,0
400280_2014_6,0.117647059
400280_2014_7,0.117647059
400404_2014_7,0.191011236
400616_2014_6,0
400652_2014_6,0
500012_2014_6,0.276263183
500012_2014_7,0.313764256
500014_2014_6,0.222722023
500019_2014_6,0.268044891
500019_2014_7,0.268044891
500025_2014_6,0.296142446
500025_2014_7,0.311853586
500026_2014_6,0.197648571
500026_2014_7,0.200487415
500027_2014_6,0.166666667
500036_2014_6,0
500036_2014_7,0
500037_2014_6,0.268816055
500037_2014_7,0.279777242
500038_2014_6,0.111111111
500038_2014_7,0.111832634
500039_2014_6,0.123576624
500039_2014_7,0.123576624
500040_2014_6,0.179691014
500051_2014_6,0.298429319
500051_2014_7,0.298429319
500052_2014_6,0.266856323
500052_2014_7,0.267731023
500068_2014_6,0.26099403
500068_2014_7,0.261287991
500077_2014_6,0.242525769
500077_2014_7,0.242525769
500079_2014_6,0.066673736
500079_2014_7,0.071102872
500082_2014_6,0
500083_2014_7,0.252198612
500084_2014_6,0.204106671
500089_2014_6,0.195943986
500089_2014_7,0.196969604
500090_2014_6,0.271218053
500090_2014_7,0.271218053
500118_2014_6,0
500480_2014_6,0.289521868
500480_2014_7,0.289521868
500502_2014_6,0.053828085
500502_2014_7,0.0718921
500518_2014_6,0.268664392
500518_2014_7,0.268664392
500612_2014_6,0.317434942
500612_2014_7,0.317434942
500648_2014_6,0.130434783
500648_2014_7,0.130434783
600001_2014_7,0.043665682
600003_2014_6,0.22513089
600003_2014_7,0.22513089
600004_2014_6,0.274111675
600008_2014_6,0.205575
600008_2014_7,0.207756546
600009_2014_6,0.285714286
600009_2014_7,0.285714286
600010_2014_7,0.11790437
600011_2014_6,0.316582915
600011_2014_7,0.316582915
600020_2014_6,0.292682927
600020_2014_7,0.330749344
600023_2014_6,0.307692308
600023_2014_7,0.307692308
600024_2014_6,0.258104641
600024_2014_7,0.258104641
600026_2014_6,0.198736191
600026_2014_7,0.198736191
600032_2014_6,0.182337034
600032_2014_7,0.182337034
600037_2014_6,0.267530605
600037_2014_7,0.271451936
600038_2014_6,0.274413829
600038_2014_7,0.279896355
600044_2014_7,0.240256573
600049_2014_6,0.070343201
600052_2014_6,0.247874418
600052_2014_7,0.249338472
600057_2014_6,0.21642484
600057_2014_7,0.21642484
600062_2014_6,0
600062_2014_7,0
600065_2014_6,0.244259187
600065_2014_7,0.244259187
600068_2014_6,0.235131647
600068_2014_7,0.247757977
600078_2014_7,0
600079_2014_6,0.248165218
600079_2014_7,0.248165218
600080_2014_6,0.300813008
600080_2014_7,0.300813008
600081_2014_6,0.263157895
600081_2014_7,0.263157895
600084_2014_6,0.282100575
600084_2014_7,0.282100575
600085_2014_6,0.415920977
600087_2014_6,0.270933928
600087_2014_7,0.273465562
600089_2014_6,0.123594953
600089_2014_7,0.141509551
600092_2014_6,0.246514002
600092_2014_7,0.255957505
600094_2014_6,0
600101_2014_6,0.25285205
600241_2014_6,0.21374
600241_2014_7,0.21374
600246_2014_6,0.175
600246_2014_7,0.175
700003_2014_6,0.296039621
700003_2014_7,0.296039621
700010_2014_7,0
700014_2014_6,0.326676662
700014_2014_7,0.350435759
700020_2014_6,0.252747253
700020_2014_7,0.267776986
700026_2014_6,0.333333333
700026_2014_7,0.333333333
700027_2014_6,0.280612245
700027_2014_7,0.280612245
700029_2014_7,0.07986677
700030_2014_6,0.298042042
700034_2014_6,0.230769231
700034_2014_7,0.230769231
700035_2014_7,0.169392573
700039_2014_6,0.190568785
700039_2014_7,0.190568785
700047_2014_6,0.078036649
700049_2014_6,0.133680677
700049_2014_7,0.137090334
700050_2014_6,0.16630303
700050_2014_7,0.16630303
700054_2014_6,0.25
700054_2014_7,0.25
700067_2014_6,0.278481013
700067_2014_7,0.278481013
700072_2014_6,0.283547953
700072_2014_7,0.283547953
700073_2014_6,0.318251021
700074_2014_6,0.262744521
700074_2014_7,0.262744521
700077_2014_6,0.257193273
700077_2014_7,0.257193273
700078_2014_6,0.226666667
700078_2014_7,0.226666667
700081_2014_6,0.208791209
700087_2014_6,0.244716984
700087_2014_7,0.244716984
700094_2014_6,0.278151787
700094_2014_7,0.278151787
700099_2014_6,0.20289376
700099_2014_7,0.222261409
700101_2014_6,0.322072856
700101_2014_7,0.322517386
700389_2014_6,0.297138645
700389_2014_7,0.297138645
800001_2014_6,0.216494195
800002_2014_6,0.175523705
800002_2014_7,0.175523705
800014_2014_6,0.320379705
800014_2014_7,0.358355597
800030_2014_6,0.5
800030_2014_7,0.5
800039_2014_6,0.080582786
800040_2014_6,0.265669785
800040_2014_7,0.266763208
800041_2014_6,0.333333333
800043_2014_6,0.305263158
800043_2014_7,0.305263158
800047_2014_6,0
800051_2014_7,0.194310067
800053_2014_6,0.330762987
800053_2014_7,0.330762987
800054_2014_6,0.251245392
