"ID","monthdata"
"1","10029_2014_6",0.000167872860505366
"2","10029_2014_7",0.000167872860505366
"3","10117_2014_6",0.126257219893645
"4","10117_2014_7",0.126257219893645
"5","10127_2014_6",0.163746393339423
"6","10127_2014_7",0.163746393339423
"7","10175_2014_6",0.000167872860505366
"8","10175_2014_7",0.000167872860505366
"9","10236_2014_6",0.214549877300919
"10","10236_2014_7",0.214549877300919
"11","10266_2014_6",0.341361102249956
"12","10266_2014_7",0.341361102249956
"13","10270_2014_6",0.193694819146622
"14","10270_2014_7",0.193694819146622
"15","10278_2014_6",0.193694819146622
"16","10278_2014_7",0.193694819146622
"17","10397_2014_6",0.000167872860505366
"18","10397_2014_7",0.000167872860505366
"19","10466_2014_6",0.000167872860505366
"20","10466_2014_7",0.000167872860505366
"21","10557_2014_6",0.000167872860505366
"22","10557_2014_7",0.000167872860505366
"23","10726_2014_6",0.402567714480759
"24","10726_2014_7",0.402567714480759
"25","10770_2014_6",0.275343363216683
"26","10770_2014_7",0.275343363216683
"27","10794_2014_6",0.341361102249956
"28","10794_2014_7",0.341361102249956
"29","10800_2014_6",0.000167872860505366
"30","10800_2014_7",0.000167872860505366
"31","10853_2014_6",0.000167872860505366
"32","10853_2014_7",0.000167872860505366
"33","10867_2014_6",0.214549877300919
"34","10867_2014_7",0.214549877300919
"35","10918_2014_6",0.23152144681131
"36","10918_2014_7",0.23152144681131
"37","10938_2014_6",0.214549877300919
"38","10938_2014_7",0.214549877300919
"39","10939_2014_6",0.000167872860505366
"40","10939_2014_7",0.000167872860505366
"41","10998_2014_6",0.304945793204478
"42","10998_2014_7",0.304945793204478
"43","11031_2014_6",0.000167872860505366
"44","11031_2014_7",0.000167872860505366
"45","11034_2014_6",0.163746393339423
"46","11034_2014_7",0.163746393339423
"47","11048_2014_6",0.214549877300919
"48","11048_2014_7",0.214549877300919
"49","11056_2014_6",0.000167872860505366
"50","11056_2014_7",0.000167872860505366
"51","11077_2014_6",0.23152144681131
"52","11077_2014_7",0.23152144681131
"53","11089_2014_6",0.214549877300919
"54","11089_2014_7",0.214549877300919
"55","11101_2014_6",0.261135316161929
"56","11101_2014_7",0.261135316161929
"57","11102_2014_6",0.000167872860505366
"58","11102_2014_7",0.000167872860505366
"59","11134_2014_6",0.000167872860505366
"60","11134_2014_7",0.000167872860505366
"61","11143_2014_6",0.000167872860505366
"62","11143_2014_7",0.000167872860505366
"63","11177_2014_6",0.193694819146622
"64","11177_2014_7",0.193694819146622
"65","11204_2014_6",0.000167872860505366
"66","11204_2014_7",0.000167872860505366
"67","11241_2014_6",0.000167872860505366
"68","11241_2014_7",0.000167872860505366
"69","11243_2014_6",0.000167872860505366
"70","11243_2014_7",0.000167872860505366
"71","11247_2014_6",0.000167872860505366
"72","11247_2014_7",0.000167872860505366
"73","11249_2014_6",0.214549877300919
"74","11249_2014_7",0.214549877300919
"75","11252_2014_6",0.000167872860505366
"76","11252_2014_7",0.000167872860505366
"77","11255_2014_6",0.000167872860505366
"78","11255_2014_7",0.000167872860505366
"79","11265_2014_6",0.267855583765009
"80","11265_2014_7",0.267855583765009
"81","11270_2014_6",0.246272390492371
"82","11270_2014_7",0.246272390492371
"83","11274_2014_6",0.23152144681131
"84","11274_2014_7",0.23152144681131
"85","11278_2014_6",0.000167872860505366
"86","11278_2014_7",0.000167872860505366
"87","11289_2014_6",0.294035241738497
"88","11289_2014_7",0.294035241738497
"89","11294_2014_6",0.267855583765009
"90","11294_2014_7",0.267855583765009
"91","11301_2014_6",0.000167872860505366
"92","11301_2014_7",0.000167872860505366
"93","11302_2014_6",0.23152144681131
"94","11302_2014_7",0.23152144681131
"95","11304_2014_6",0.000167872860505366
"96","11304_2014_7",0.000167872860505366
"97","11317_2014_6",0.000167872860505366
"98","11317_2014_7",0.000167872860505366
"99","11330_2014_6",0.267855583765009
"100","11330_2014_7",0.267855583765009
"101","11331_2014_6",0.304945793204478
"102","11331_2014_7",0.304945793204478
"103","11333_2014_6",0.000167872860505366
"104","11333_2014_7",0.000167872860505366
"105","11336_2014_6",0.214549877300919
"106","11336_2014_7",0.214549877300919
"107","11341_2014_6",0.000167872860505366
"108","11341_2014_7",0.000167872860505366
"109","11343_2014_6",0.246272390492371
"110","11343_2014_7",0.246272390492371
"111","11345_2014_6",0.246272390492371
"112","11345_2014_7",0.246272390492371
"113","11348_2014_6",0.21374
"114","11348_2014_7",0.21374
"115","11349_2014_6",0.254468417818327
"116","11349_2014_7",0.254468417818327
"117","11350_2014_6",0.000167872860505366
"118","11350_2014_7",0.000167872860505366
"119","11354_2014_6",0.000167872860505366
"120","11354_2014_7",0.000167872860505366
"121","11362_2014_6",0.193694819146622
"122","11362_2014_7",0.193694819146622
"123","11363_2014_6",0.000167872860505366
"124","11363_2014_7",0.000167872860505366
"125","11368_2014_6",0.304945793204478
"126","11368_2014_7",0.304945793204478
"127","11369_2014_6",0.000167872860505366
"128","11369_2014_7",0.000167872860505366
"129","11374_2014_6",0.21374
"130","11374_2014_7",0.21374
"131","11380_2014_6",0.23152144681131
"132","11380_2014_7",0.23152144681131
"133","11385_2014_6",0.246272390492371
"134","11385_2014_7",0.246272390492371
"135","11404_2014_6",0.304945793204478
"136","11404_2014_7",0.304945793204478
"137","11407_2014_6",0.000167872860505366
"138","11407_2014_7",0.000167872860505366
"139","11408_2014_6",0.000167872860505366
"140","11408_2014_7",0.000167872860505366
"141","11422_2014_6",0.163746393339423
"142","11422_2014_7",0.163746393339423
"143","11424_2014_6",0.214549877300919
"144","11424_2014_7",0.214549877300919
"145","11428_2014_6",0.000167872860505366
"146","11428_2014_7",0.000167872860505366
"147","11430_2014_6",0.193694819146622
"148","11430_2014_7",0.193694819146622
"149","11436_2014_6",0.284499040331672
"150","11436_2014_7",0.284499040331672
"151","11445_2014_6",0.246272390492371
"152","11445_2014_7",0.246272390492371
"153","11448_2014_6",0.000167872860505366
"154","11448_2014_7",0.000167872860505366
"155","11475_2014_6",0.000167872860505366
"156","11475_2014_7",0.000167872860505366
"157","11484_2014_6",0.304945793204478
"158","11484_2014_7",0.304945793204478
"159","11502_2014_6",0.000167872860505366
"160","11502_2014_7",0.000167872860505366
"161","11505_2014_6",0.000167872860505366
"162","11505_2014_7",0.000167872860505366
"163","11511_2014_6",0.284499040331672
"164","11511_2014_7",0.284499040331672
"165","11521_2014_6",0.193694819146622
"166","11521_2014_7",0.193694819146622
"167","11530_2014_6",0.294035241738497
"168","11530_2014_7",0.294035241738497
"169","11532_2014_6",0.126257219893645
"170","11532_2014_7",0.126257219893645
"171","11534_2014_6",0.284499040331672
"172","11534_2014_7",0.284499040331672
"173","11536_2014_6",0.246272390492371
"174","11536_2014_7",0.246272390492371
"175","11540_2014_6",0.23152144681131
"176","11540_2014_7",0.23152144681131
"177","11541_2014_6",0.23152144681131
"178","11541_2014_7",0.23152144681131
"179","11548_2014_6",0.193694819146622
"180","11548_2014_7",0.193694819146622
"181","11549_2014_6",0.304945793204478
"182","11549_2014_7",0.304945793204478
"183","11553_2014_6",0.000167872860505366
"184","11553_2014_7",0.000167872860505366
"185","11558_2014_6",0.341361102249956
"186","11558_2014_7",0.341361102249956
"187","11566_2014_6",0.126257219893645
"188","11566_2014_7",0.126257219893645
"189","11573_2014_6",0.000167872860505366
"190","11573_2014_7",0.000167872860505366
"191","11576_2014_6",0.000167872860505366
"192","11576_2014_7",0.000167872860505366
"193","11578_2014_6",0.23152144681131
"194","11578_2014_7",0.23152144681131
"195","11584_2014_6",0.3197226015281
"196","11584_2014_7",0.3197226015281
"197","11585_2014_6",0.23152144681131
"198","11585_2014_7",0.23152144681131
"199","11588_2014_6",0.23152144681131
"200","11588_2014_7",0.23152144681131
"201","11606_2014_6",0.000167872860505366
"202","11606_2014_7",0.000167872860505366
"203","11613_2014_6",0.000167872860505366
"204","11613_2014_7",0.000167872860505366
"205","11620_2014_6",0.000167872860505366
"206","11620_2014_7",0.000167872860505366
"207","11622_2014_6",0.193694819146622
"208","11622_2014_7",0.193694819146622
"209","11630_2014_6",0.163746393339423
"210","11630_2014_7",0.163746393339423
"211","11635_2014_6",0.246272390492371
"212","11635_2014_7",0.246272390492371
"213","11637_2014_6",0.000167872860505366
"214","11637_2014_7",0.000167872860505366
"215","11642_2014_6",0.000167872860505366
